filepath,split
./DevSet/Keyboard/192.wav,train
./DevSet/Keyboard/028.wav,train
./DevSet/Keyboard/505.wav,train
./DevSet/Keyboard/881.wav,train
./DevSet/Keyboard/717.wav,train
./DevSet/Keyboard/398.wav,train
./DevSet/Keyboard/460.wav,train
./DevSet/Keyboard/672.wav,train
./DevSet/Keyboard/508.wav,train
./DevSet/Keyboard/884.wav,train
./DevSet/Keyboard/189.wav,train
./DevSet/Keyboard/251.wav,train
./DevSet/Keyboard/463.wav,validation
./DevSet/Keyboard/675.wav,train
./DevSet/Keyboard/042.wav,train
./DevSet/Keyboard/254.wav,train
./DevSet/Keyboard/466.wav,train
./DevSet/Keyboard/045.wav,train
./DevSet/Keyboard/257.wav,train
./DevSet/Keyboard/734.wav,train
./DevSet/Keyboard/048.wav,train
./DevSet/Keyboard/110.wav,train
./DevSet/Keyboard/525.wav,train
./DevSet/Keyboard/322.wav,train
./DevSet/Keyboard/737.wav,train
./DevSet/Keyboard/480.wav,train
./DevSet/Keyboard/316.wav,train
./DevSet/Keyboard/113.wav,train
./DevSet/Keyboard/692.wav,train
./DevSet/Keyboard/528.wav,train
./DevSet/Keyboard/802.wav,train
./DevSet/Keyboard/271.wav,train
./DevSet/Keyboard/107.wav,train
./DevSet/Keyboard/483.wav,validation
./DevSet/Keyboard/319.wav,train
./DevSet/Keyboard/695.wav,train
./DevSet/Keyboard/274.wav,train
./DevSet/Keyboard/486.wav,test
./DevSet/Keyboard/698.wav,train
./DevSet/Keyboard/760.wav,train
./DevSet/Keyboard/065.wav,train
./DevSet/Keyboard/277.wav,train
./DevSet/Keyboard/754.wav,train
./DevSet/Keyboard/489.wav,train
./DevSet/Keyboard/551.wav,train
./DevSet/Keyboard/068.wav,train
./DevSet/Keyboard/130.wav,train
./DevSet/Keyboard/545.wav,train
./DevSet/Keyboard/342.wav,train
./DevSet/Keyboard/757.wav,train
./DevSet/Keyboard/336.wav,validation
./DevSet/Keyboard/133.wav,test
./DevSet/Keyboard/548.wav,train
./DevSet/Keyboard/610.wav,train
./DevSet/Keyboard/822.wav,train
./DevSet/Keyboard/339.wav,train
./DevSet/Keyboard/401.wav,train
./DevSet/Keyboard/613.wav,train
./DevSet/Keyboard/825.wav,train
./DevSet/Keyboard/294.wav,train
./DevSet/Keyboard/404.wav,train
./DevSet/Keyboard/819.wav,train
./DevSet/Keyboard/780.wav,train
./DevSet/Keyboard/616.wav,train
./DevSet/Keyboard/676(1).wav,train
./DevSet/Keyboard/085.wav,train
./DevSet/Keyboard/297.wav,train
./DevSet/Keyboard/571.wav,train
./DevSet/Keyboard/407.wav,train
./DevSet/Keyboard/088.wav,train
./DevSet/Keyboard/150.wav,train
./DevSet/Keyboard/362.wav,train
./DevSet/Keyboard/777.wav,train
./DevSet/Keyboard/153.wav,train
./DevSet/Keyboard/568.wav,train
./DevSet/Keyboard/630.wav,train
./DevSet/Keyboard/842.wav,train
./DevSet/Keyboard/359.wav,train
./DevSet/Keyboard/421.wav,train
./DevSet/Keyboard/633.wav,train
./DevSet/Keyboard/845.wav,train
./DevSet/Keyboard/212.wav,train
./DevSet/Keyboard/424.wav,train
./DevSet/Keyboard/636.wav,train
./DevSet/Keyboard/003.wav,train
./DevSet/Keyboard/215.wav,train
./DevSet/Keyboard/591.wav,train
./DevSet/Keyboard/427.wav,train
./DevSet/Keyboard/170.wav,train
./DevSet/Keyboard/006.wav,validation
./DevSet/Keyboard/382.wav,train
./DevSet/Keyboard/218.wav,train
./DevSet/Keyboard/797.wav,train
./DevSet/Keyboard/594.wav,train
./DevSet/Keyboard/173.wav,train
./DevSet/Keyboard/009.wav,train
./DevSet/Keyboard/588.wav,train
./DevSet/Keyboard/650.wav,train
./DevSet/Keyboard/385.wav,train
./DevSet/Keyboard/862.wav,train
./DevSet/Keyboard/379.wav,train
./DevSet/Keyboard/441.wav,test
./DevSet/Keyboard/176.wav,train
./DevSet/Keyboard/653.wav,train
./DevSet/Keyboard/865.wav,train
./DevSet/Keyboard/232.wav,train
./DevSet/Keyboard/444.wav,train
./DevSet/Keyboard/656.wav,train
./DevSet/Keyboard/868.wav,train
./DevSet/Keyboard/235.wav,train
./DevSet/Keyboard/447.wav,train
./DevSet/Keyboard/659.wav,train
./DevSet/Keyboard/721.wav,test
./DevSet/Keyboard/190.wav,train
./DevSet/Keyboard/026.wav,train
./DevSet/Keyboard/238.wav,train
./DevSet/Keyboard/300.wav,train
./DevSet/Keyboard/715.wav,train
./DevSet/Keyboard/512.wav,train
./DevSet/Keyboard/193.wav,train
./DevSet/Keyboard/029.wav,train
./DevSet/Keyboard/506.wav,validation
./DevSet/Keyboard/303.wav,test
./DevSet/Keyboard/882.wav,test
./DevSet/Keyboard/718.wav,train
./DevSet/Keyboard/196.wav,validation
./DevSet/Keyboard/673.wav,train
./DevSet/Keyboard/509.wav,train
./DevSet/Keyboard/885.wav,train
./DevSet/Keyboard/464.wav,train
./DevSet/Keyboard/676.wav,train
./DevSet/Keyboard/888.wav,train
./DevSet/Keyboard/255.wav,train
./DevSet/Keyboard/467.wav,train
./DevSet/Keyboard/679.wav,train
./DevSet/Keyboard/741.wav,train
./DevSet/Keyboard/046.wav,train
./DevSet/Keyboard/258.wav,train
./DevSet/Keyboard/320.wav,train
./DevSet/Keyboard/532.wav,train
./DevSet/Keyboard/049.wav,train
./DevSet/Keyboard/111.wav,train
./DevSet/Keyboard/323.wav,train
./DevSet/Keyboard/738.wav,train
./DevSet/Keyboard/800.wav,train
./DevSet/Keyboard/114.wav,train
./DevSet/Keyboard/693.wav,train
./DevSet/Keyboard/529.wav,test
./DevSet/Keyboard/490.wav,train
./DevSet/Keyboard/803.wav,train
./DevSet/Keyboard/484.wav,train
./DevSet/Keyboard/281.wav,train
./DevSet/Keyboard/696.wav,train
./DevSet/Keyboard/806.wav,train
./DevSet/Keyboard/275.wav,train
./DevSet/Keyboard/072.wav,train
./DevSet/Keyboard/487.wav,train
./DevSet/Keyboard/699.wav,train
./DevSet/Keyboard/761.wav,train
./DevSet/Keyboard/066.wav,test
./DevSet/Keyboard/278.wav,train
./DevSet/Keyboard/340.wav,train
./DevSet/Keyboard/552.wav,train
./DevSet/Keyboard/764.wav,train
./DevSet/Keyboard/069.wav,train
./DevSet/Keyboard/131.wav,train
./DevSet/Keyboard/343.wav,train
./DevSet/Keyboard/758.wav,train
./DevSet/Keyboard/820.wav,train
./DevSet/Keyboard/555.wav,train
./DevSet/Keyboard/134.wav,train
./DevSet/Keyboard/549.wav,train
./DevSet/Keyboard/611.wav,train
./DevSet/Keyboard/346.wav,train
./DevSet/Keyboard/823.wav,train
./DevSet/Keyboard/402.wav,test
./DevSet/Keyboard/137.wav,train
./DevSet/Keyboard/614.wav,train
./DevSet/Keyboard/826.wav,test
./DevSet/Keyboard/092.wav,train
./DevSet/Keyboard/405.wav,train
./DevSet/Keyboard/781.wav,validation
./DevSet/Keyboard/617.wav,train
./DevSet/Keyboard/829.wav,train
./DevSet/Keyboard/298.wav,train
./DevSet/Keyboard/360.wav,train
./DevSet/Keyboard/572.wav,train
./DevSet/Keyboard/408.wav,train
./DevSet/Keyboard/784.wav,train
./DevSet/Keyboard/089.wav,train
./DevSet/Keyboard/151.wav,test
./DevSet/Keyboard/363.wav,validation
./DevSet/Keyboard/778.wav,train
./DevSet/Keyboard/575.wav,train
./DevSet/Keyboard/154.wav,train
./DevSet/Keyboard/366.wav,train
./DevSet/Keyboard/843.wav,train
./DevSet/Keyboard/157.wav,test
./DevSet/Keyboard/634.wav,train
./DevSet/Keyboard/846.wav,train
./DevSet/Keyboard/010.wav,train
./DevSet/Keyboard/425.wav,train
./DevSet/Keyboard/637.wav,train
./DevSet/Keyboard/849.wav,train
./DevSet/Keyboard/380.wav,train
./DevSet/Keyboard/216.wav,train
./DevSet/Keyboard/592.wav,train
./DevSet/Keyboard/428.wav,train
./DevSet/Keyboard/702.wav,train
./DevSet/Keyboard/171.wav,train
./DevSet/Keyboard/007.wav,train
./DevSet/Keyboard/383.wav,train
./DevSet/Keyboard/219.wav,train
./DevSet/Keyboard/595.wav,train
./DevSet/Keyboard/174.wav,train
./DevSet/Keyboard/386.wav,train
./DevSet/Keyboard/863.wav,train
./DevSet/Keyboard/660.wav,train
./DevSet/Keyboard/177.wav,train
./DevSet/Keyboard/654.wav,train
./DevSet/Keyboard/451.wav,validation
./DevSet/Keyboard/866.wav,train
./DevSet/Keyboard/030.wav,train
./DevSet/Keyboard/445.wav,train
./DevSet/Keyboard/242.wav,train
./DevSet/Keyboard/657.wav,train
./DevSet/Keyboard/869.wav,train
./DevSet/Keyboard/448(1).wav,train
./DevSet/Keyboard/236.wav,train
./DevSet/Keyboard/033.wav,train
./DevSet/Keyboard/448.wav,train
./DevSet/Keyboard/510.wav,train
./DevSet/Keyboard/722.wav,train
./DevSet/Keyboard/027.wav,train
./DevSet/Keyboard/239.wav,train
./DevSet/Keyboard/301.wav,train
./DevSet/Keyboard/513.wav,train
./DevSet/Keyboard/725.wav,train
./DevSet/Keyboard/194.wav,train
./DevSet/Keyboard/304.wav,train
./DevSet/Keyboard/883.wav,train
./DevSet/Keyboard/719.wav,train
./DevSet/Keyboard/680.wav,train
./DevSet/Keyboard/516.wav,train
./DevSet/Keyboard/197.wav,train
./DevSet/Keyboard/674.wav,train
./DevSet/Keyboard/471.wav,train
./DevSet/Keyboard/307.wav,train
./DevSet/Keyboard/886.wav,train
./DevSet/Keyboard/662(1).wav,train
./DevSet/Keyboard/306(1).wav,train
./DevSet/Keyboard/050.wav,train
./DevSet/Keyboard/262.wav,train
./DevSet/Keyboard/677.wav,train
./DevSet/Keyboard/889.wav,train
./DevSet/Keyboard/053.wav,train
./DevSet/Keyboard/468.wav,train
./DevSet/Keyboard/530.wav,train
./DevSet/Keyboard/742.wav,train
./DevSet/Keyboard/259.wav,train
./DevSet/Keyboard/321.wav,train
./DevSet/Keyboard/533.wav,train
./DevSet/Keyboard/745.wav,train
./DevSet/Keyboard/112.wav,train
./DevSet/Keyboard/324.wav,train
./DevSet/Keyboard/536.wav,test
./DevSet/Keyboard/115.wav,train
./DevSet/Keyboard/491.wav,train
./DevSet/Keyboard/327.wav,train
./DevSet/Keyboard/804.wav,train
./DevSet/Keyboard/070.wav,train
./DevSet/Keyboard/282.wav,train
./DevSet/Keyboard/118.wav,train
./DevSet/Keyboard/697.wav,train
./DevSet/Keyboard/807.wav,train
./DevSet/Keyboard/073.wav,train
./DevSet/Keyboard/488.wav,train
./DevSet/Keyboard/550.wav,train
./DevSet/Keyboard/762.wav,train
./DevSet/Keyboard/279.wav,train
./DevSet/Keyboard/341.wav,train
./DevSet/Keyboard/553.wav,train
./DevSet/Keyboard/765.wav,train
./DevSet/Keyboard/132.wav,test
./DevSet/Keyboard/344.wav,train
./DevSet/Keyboard/556.wav,train
./DevSet/Keyboard/830.wav,train
./DevSet/Keyboard/135.wav,train
./DevSet/Keyboard/347.wav,train
./DevSet/Keyboard/824.wav,train
./DevSet/Keyboard/621.wav,train
./DevSet/Keyboard/090.wav,train
./DevSet/Keyboard/138.wav,validation
./DevSet/Keyboard/200.wav,train
./DevSet/Keyboard/615.wav,train
./DevSet/Keyboard/412.wav,train
./DevSet/Keyboard/827.wav,train
./DevSet/Keyboard/093.wav,train
./DevSet/Keyboard/570.wav,train
./DevSet/Keyboard/406.wav,train
./DevSet/Keyboard/203.wav,train
./DevSet/Keyboard/782.wav,train
./DevSet/Keyboard/618.wav,train
./DevSet/Keyboard/299.wav,test
./DevSet/Keyboard/096.wav,train
./DevSet/Keyboard/573.wav,train
./DevSet/Keyboard/409.wav,train
./DevSet/Keyboard/785.wav,train
./DevSet/Keyboard/364.wav,train
./DevSet/Keyboard/576.wav,train
./DevSet/Keyboard/788.wav,train
./DevSet/Keyboard/850.wav,train
./DevSet/Keyboard/155.wav,validation
./DevSet/Keyboard/367.wav,train
./DevSet/Keyboard/844.wav,train
./DevSet/Keyboard/579.wav,train
./DevSet/Keyboard/641.wav,train
./DevSet/Keyboard/158.wav,train
./DevSet/Keyboard/220.wav,train
./DevSet/Keyboard/635.wav,train
./DevSet/Keyboard/432.wav,train
./DevSet/Keyboard/847.wav,train
./DevSet/Keyboard/011.wav,train
./DevSet/Keyboard/223.wav,train
./DevSet/Keyboard/638.wav,train
./DevSet/Keyboard/700.wav,train
./DevSet/Keyboard/014.wav,test
./DevSet/Keyboard/593.wav,train
./DevSet/Keyboard/429.wav,train
./DevSet/Keyboard/703.wav,train
./DevSet/Keyboard/384.wav,train
./DevSet/Keyboard/596.wav,train
./DevSet/Keyboard/870.wav,validation
./DevSet/Keyboard/706.wav,train
./DevSet/Keyboard/175.wav,train
./DevSet/Keyboard/387.wav,train
./DevSet/Keyboard/599.wav,train
./DevSet/Keyboard/661.wav,train
./DevSet/Keyboard/178.wav,train
./DevSet/Keyboard/240.wav,train
./DevSet/Keyboard/452.wav,train
./DevSet/Keyboard/867.wav,train
./DevSet/Keyboard/031.wav,train
./DevSet/Keyboard/243.wav,train
./DevSet/Keyboard/658.wav,train
./DevSet/Keyboard/720.wav,validation
./DevSet/Keyboard/034.wav,train
./DevSet/Keyboard/449.wav,train
./DevSet/Keyboard/511.wav,train
./DevSet/Keyboard/723.wav,train
./DevSet/Keyboard/302.wav,train
./DevSet/Keyboard/514.wav,train
./DevSet/Keyboard/890.wav,train
./DevSet/Keyboard/726.wav,train
./DevSet/Keyboard/195.wav,train
./DevSet/Keyboard/305.wav,train
./DevSet/Keyboard/681.wav,train
./DevSet/Keyboard/517.wav,train
./DevSet/Keyboard/893.wav,train
./DevSet/Keyboard/198.wav,train
./DevSet/Keyboard/260.wav,train
./DevSet/Keyboard/472.wav,train
./DevSet/Keyboard/308.wav,train
./DevSet/Keyboard/887.wav,train
./DevSet/Keyboard/684.wav,train
./DevSet/Keyboard/051.wav,train
./DevSet/Keyboard/263.wav,train
./DevSet/Keyboard/678.wav,train
./DevSet/Keyboard/740.wav,train
./DevSet/Keyboard/475.wav,train
./DevSet/Keyboard/054.wav,train
./DevSet/Keyboard/469.wav,train
./DevSet/Keyboard/531.wav,train
./DevSet/Keyboard/266.wav,train
./DevSet/Keyboard/743.wav,train
./DevSet/Keyboard/057.wav,train
./DevSet/Keyboard/534.wav,train
./DevSet/Keyboard/746.wav,train
./DevSet/Keyboard/325.wav,train
./DevSet/Keyboard/537.wav,train
./DevSet/Keyboard/749.wav,train
./DevSet/Keyboard/811.wav,train
./DevSet/Keyboard/280.wav,train
./DevSet/Keyboard/116.wav,test
./DevSet/Keyboard/492.wav,train
./DevSet/Keyboard/328.wav,train
./DevSet/Keyboard/805.wav,train
./DevSet/Keyboard/602.wav,train
./DevSet/Keyboard/071.wav,train
./DevSet/Keyboard/283.wav,train
./DevSet/Keyboard/119.wav,train
./DevSet/Keyboard/495.wav,train
./DevSet/Keyboard/808.wav,train
./DevSet/Keyboard/074.wav,train
./DevSet/Keyboard/286.wav,train
./DevSet/Keyboard/763.wav,train
./DevSet/Keyboard/077.wav,train
./DevSet/Keyboard/554.wav,train
./DevSet/Keyboard/766.wav,train
./DevSet/Rain/345.wav,train
./DevSet/Rain/557.wav,train
./DevSet/Rain/769.wav,train
./DevSet/Rain/831.wav,train
./DevSet/Rain/136.wav,train
./DevSet/Rain/348.wav,train
./DevSet/Rain/410.wav,train
./DevSet/Rain/622.wav,validation
./DevSet/Rain/091.wav,train
./DevSet/Rain/139.wav,train
./DevSet/Rain/201.wav,train
./DevSet/Rain/413.wav,train
./DevSet/Rain/828.wav,train
./DevSet/Rain/094.wav,train
./DevSet/Rain/204.wav,train
./DevSet/Rain/783.wav,train
./DevSet/Rain/619.wav,test
./DevSet/Rain/580.wav,train
./DevSet/Rain/097.wav,train
./DevSet/Rain/574.wav,train
./DevSet/Rain/371.wav,train
./DevSet/Rain/786.wav,train
./DevSet/Rain/365.wav,train
./DevSet/Rain/162.wav,train
./DevSet/Rain/577.wav,train
./DevSet/Rain/789.wav,train
./DevSet/Rain/156.wav,train
./DevSet/Rain/368.wav,train
./DevSet/Rain/430.wav,train
./DevSet/Rain/642.wav,train
./DevSet/Rain/159.wav,train
./DevSet/Rain/221.wav,train
./DevSet/Rain/433.wav,train
./DevSet/Rain/645.wav,train
./DevSet/Rain/012.wav,train
./DevSet/Rain/224.wav,train
./DevSet/Rain/639.wav,validation
./DevSet/Rain/701.wav,train
./DevSet/Rain/436.wav,train
./DevSet/Rain/015.wav,train
./DevSet/Rain/391.wav,train
./DevSet/Rain/227.wav,train
./DevSet/Rain/704.wav,train
./DevSet/Rain/182.wav,train
./DevSet/Rain/018.wav,train
./DevSet/Rain/597.wav,validation
./DevSet/Rain/707.wav,train
./DevSet/Rain/388.wav,train
./DevSet/Rain/450.wav,train
./DevSet/Rain/662.wav,train
./DevSet/Rain/179.wav,train
./DevSet/Rain/241.wav,train
./DevSet/Rain/453.wav,train
./DevSet/Rain/665.wav,train
./DevSet/Rain/032.wav,train
./DevSet/Rain/244.wav,train
./DevSet/Rain/456.wav,train
./DevSet/Rain/035.wav,train
./DevSet/Rain/247.wav,train
./DevSet/Rain/724.wav,train
./DevSet/Rain/038.wav,train
./DevSet/Rain/100.wav,train
./DevSet/Rain/515.wav,test
./DevSet/Rain/727.wav,train
./DevSet/Rain/470.wav,test
./DevSet/Rain/306.wav,train
./DevSet/Rain/682.wav,train
./DevSet/Rain/518.wav,train
./DevSet/Rain/199.wav,train
./DevSet/Rain/261.wav,train
./DevSet/Rain/473.wav,train
./DevSet/Rain/309.wav,train
./DevSet/Rain/685.wav,train
./DevSet/Rain/052.wav,train
./DevSet/Rain/264.wav,train
./DevSet/Rain/476.wav,train
./DevSet/Rain/750.wav,train
./DevSet/Rain/055.wav,train
./DevSet/Rain/267.wav,train
./DevSet/Rain/744.wav,train
./DevSet/Rain/541.wav,train
./DevSet/Rain/058.wav,train
./DevSet/Rain/120.wav,train
./DevSet/Rain/535.wav,train
./DevSet/Rain/332.wav,train
./DevSet/Rain/747.wav,train
./DevSet/Rain/326.wav,train
./DevSet/Rain/123.wav,train
./DevSet/Rain/538.wav,train
./DevSet/Rain/600.wav,train
./DevSet/Rain/812.wav,train
./DevSet/Rain/117.wav,train
./DevSet/Rain/493.wav,train
./DevSet/Rain/329.wav,train
./DevSet/Rain/603.wav,train
./DevSet/Rain/815.wav,train
./DevSet/Rain/284.wav,train
./DevSet/Rain/496.wav,test
./DevSet/Rain/809.wav,train
./DevSet/Rain/770.wav,train
./DevSet/Rain/606.wav,train
./DevSet/Rain/075.wav,train
./DevSet/Rain/287.wav,test
./DevSet/Rain/499.wav,train
./DevSet/Rain/561.wav,train
./DevSet/Rain/078.wav,train
./DevSet/Rain/140.wav,train
./DevSet/Rain/352.wav,train
./DevSet/Rain/767.wav,train
./DevSet/Rain/143.wav,train
./DevSet/Rain/558.wav,train
./DevSet/Rain/620.wav,validation
./DevSet/Rain/832.wav,train
./DevSet/Rain/349.wav,train
./DevSet/Rain/411.wav,train
./DevSet/Rain/623.wav,test
./DevSet/Rain/835.wav,train
./DevSet/Rain/202.wav,validation
./DevSet/Rain/414.wav,train
./DevSet/Rain/790.wav,train
./DevSet/Rain/626.wav,train
./DevSet/Rain/095.wav,train
./DevSet/Rain/205.wav,train
./DevSet/Rain/581.wav,train
./DevSet/Rain/417.wav,train
./DevSet/Rain/098.wav,train
./DevSet/Rain/160.wav,train
./DevSet/Rain/372.wav,train
./DevSet/Rain/208.wav,train
./DevSet/Rain/787.wav,validation
./DevSet/Rain/163.wav,train
./DevSet/Rain/578.wav,train
./DevSet/Rain/640.wav,train
./DevSet/Rain/369.wav,test
./DevSet/Rain/431.wav,train
./DevSet/Rain/166.wav,train
./DevSet/Rain/643.wav,train
./DevSet/Rain/222.wav,train
./DevSet/Rain/434.wav,train
./DevSet/Rain/646.wav,train
./DevSet/Rain/013.wav,train
./DevSet/Rain/225.wav,train
./DevSet/Rain/437.wav,train
./DevSet/Rain/711.wav,train
./DevSet/Rain/180.wav,train
./DevSet/Rain/016.wav,train
./DevSet/Rain/392.wav,train
./DevSet/Rain/228.wav,train
./DevSet/Rain/705.wav,train
./DevSet/Rain/502.wav,train
./DevSet/Rain/183.wav,train
./DevSet/Rain/019.wav,train
./DevSet/Rain/598.wav,train
./DevSet/Rain/395.wav,train
./DevSet/Rain/708.wav,test
./DevSet/Rain/389.wav,train
./DevSet/Rain/186.wav,train
./DevSet/Rain/663.wav,train
./DevSet/Rain/454.wav,train
./DevSet/Rain/666.wav,train
./DevSet/Rain/245.wav,train
./DevSet/Rain/457.wav,train
./DevSet/Rain/669.wav,train
./DevSet/Rain/731.wav,train
./DevSet/Rain/036.wav,train
./DevSet/Rain/248.wav,train
./DevSet/Rain/310.wav,train
./DevSet/Rain/522.wav,validation
./DevSet/Rain/039.wav,train
./DevSet/Rain/101.wav,train
./DevSet/Rain/313.wav,train
./DevSet/Rain/728.wav,train
./DevSet/Rain/104.wav,train
./DevSet/Rain/683.wav,train
./DevSet/Rain/519.wav,validation
./DevSet/Rain/474.wav,train
./DevSet/Rain/686.wav,test
./DevSet/Rain/265.wav,train
./DevSet/Rain/062.wav,train
./DevSet/Rain/477.wav,train
./DevSet/Rain/689.wav,train
./DevSet/Rain/751.wav,train
./DevSet/Rain/056.wav,train
./DevSet/Rain/268.wav,train
./DevSet/Rain/330.wav,train
./DevSet/Rain/542.wav,train
./DevSet/Rain/059.wav,train
./DevSet/Rain/121.wav,train
./DevSet/Rain/333.wav,train
./DevSet/Rain/748.wav,test
./DevSet/Rain/810.wav,train
./DevSet/Rain/124.wav,train
./DevSet/Rain/539.wav,train
./DevSet/Rain/601.wav,train
./DevSet/Rain/813.wav,train
./DevSet/Rain/494.wav,train
./DevSet/Rain/291.wav,train
./DevSet/Rain/127.wav,train
./DevSet/Rain/604.wav,train
./DevSet/Rain/816.wav,train
./DevSet/Rain/285.wav,train
./DevSet/Rain/082.wav,train
./DevSet/Rain/497.wav,train
./DevSet/Rain/771.wav,train
./DevSet/Rain/607.wav,train
./DevSet/Rain/076.wav,train
./DevSet/Rain/288.wav,train
./DevSet/Rain/350.wav,test
./DevSet/Rain/562.wav,train
./DevSet/Rain/774.wav,train
./DevSet/Rain/079.wav,validation
./DevSet/Rain/141.wav,train
./DevSet/Rain/353.wav,train
./DevSet/Rain/768.wav,train
./DevSet/Rain/565.wav,train
./DevSet/Rain/144.wav,train
./DevSet/Rain/559.wav,train
./DevSet/Rain/356.wav,train
./DevSet/Rain/833.wav,train
./DevSet/Rain/147.wav,train
./DevSet/Rain/624.wav,train
./DevSet/Rain/836.wav,train
./DevSet/Rain/415.wav,train
./DevSet/Rain/791.wav,train
./DevSet/Rain/627.wav,train
./DevSet/Rain/839.wav,train
./DevSet/Rain/370.wav,train
./DevSet/Rain/206.wav,train
./DevSet/Rain/582.wav,test
./DevSet/Rain/418.wav,train
./DevSet/Rain/794.wav,train
./DevSet/Rain/099.wav,train
./DevSet/Rain/161.wav,train
./DevSet/Rain/373.wav,train
./DevSet/Rain/209.wav,train
./DevSet/Rain/585.wav,train
./DevSet/Rain/164.wav,train
./DevSet/Rain/376.wav,train
./DevSet/Rain/167.wav,train
./DevSet/Rain/644.wav,train
./DevSet/Rain/020.wav,train
./DevSet/Rain/435.wav,train
./DevSet/Rain/647.wav,train
./DevSet/Rain/390.wav,train
./DevSet/Rain/226.wav,train
./DevSet/Rain/023.wav,train
./DevSet/Rain/438.wav,train
./DevSet/Rain/500.wav,train
./DevSet/Rain/712.wav,train
./DevSet/Rain/181.wav,validation
./DevSet/Rain/017.wav,train
./DevSet/Rain/393.wav,train
./DevSet/Rain/229.wav,train
./DevSet/Rain/503.wav,train
./DevSet/Rain/184.wav,train
./DevSet/Rain/396.wav,train
./DevSet/Rain/709.wav,train
./DevSet/Rain/670.wav,validation
./DevSet/Rain/187.wav,train
./DevSet/Rain/664.wav,train
./DevSet/Rain/399.wav,train
./DevSet/Rain/461.wav,train
./DevSet/Rain/040.wav,train
./DevSet/Rain/455.wav,train
./DevSet/Rain/252.wav,train
./DevSet/Rain/667.wav,train
./DevSet/Rain/246.wav,train
./DevSet/Rain/043.wav,train
./DevSet/Rain/458.wav,train
./DevSet/Rain/520.wav,train
./DevSet/Rain/732.wav,train
./DevSet/Rain/037.wav,train
./DevSet/Rain/249.wav,train
./DevSet/Rain/311.wav,train
./DevSet/Rain/523.wav,validation
./DevSet/Rain/735.wav,train
./DevSet/Rain/102.wav,train
./DevSet/Rain/314.wav,train
./DevSet/Rain/729.wav,train
./DevSet/Rain/690.wav,train
./DevSet/Rain/526.wav,train
./DevSet/Rain/105.wav,train
./DevSet/Rain/481.wav,train
./DevSet/Rain/317.wav,train
./DevSet/Rain/060.wav,train
./DevSet/Rain/272.wav,test
./DevSet/Rain/108.wav,train
./DevSet/Rain/687.wav,train
./DevSet/Rain/063.wav,train
./DevSet/Rain/478.wav,train
./DevSet/Rain/540.wav,train
./DevSet/Rain/752.wav,train
./DevSet/Rain/269.wav,train
./DevSet/Rain/331.wav,train
./DevSet/Rain/543.wav,train
./DevSet/Rain/755.wav,train
./DevSet/Rain/122.wav,train
./DevSet/Rain/334.wav,train
./DevSet/Rain/546.wav,train
./DevSet/Rain/125.wav,train
./DevSet/Rain/337.wav,train
./DevSet/Rain/814.wav,train
./DevSet/Rain/080.wav,train
./DevSet/Rain/292.wav,train
./DevSet/Rain/128.wav,train
./DevSet/Rain/605.wav,train
./DevSet/Rain/817.wav,validation
./DevSet/Rain/083.wav,train
./DevSet/Rain/498.wav,train
./DevSet/Rain/560.wav,train
./DevSet/Rain/295.wav,train
./DevSet/Rain/772.wav,train
./DevSet/Rain/608.wav,train
./DevSet/Rain/289.wav,train
./DevSet/Rain/351.wav,train
./DevSet/Rain/086.wav,train
./DevSet/Rain/563.wav,train
./DevSet/Rain/775.wav,train
./DevSet/Rain/142.wav,train
./DevSet/Rain/354.wav,train
./DevSet/Rain/566.wav,train
./DevSet/Rain/840.wav,train
./DevSet/Rain/145.wav,train
./DevSet/Rain/357.wav,train
./DevSet/Rain/834.wav,train
./DevSet/Rain/569.wav,train
./DevSet/Rain/631.wav,train
./DevSet/Rain/148.wav,train
./DevSet/Rain/210.wav,train
./DevSet/Rain/625.wav,train
./DevSet/Rain/422.wav,train
./DevSet/Rain/837.wav,train
./DevSet/Rain/001.wav,train
./DevSet/Rain/416.wav,train
./DevSet/Rain/213.wav,train
./DevSet/Rain/792.wav,train
./DevSet/Rain/628.wav,train
./DevSet/Rain/207.wav,train
./DevSet/Rain/004.wav,train
./DevSet/Rain/583.wav,train
./DevSet/Rain/419.wav,validation
./DevSet/Rain/795.wav,validation
./DevSet/Rain/374.wav,train
./DevSet/Rain/586.wav,train
./DevSet/Rain/798.wav,train
./DevSet/Rain/165.wav,train
./DevSet/Rain/377.wav,train
./DevSet/Rain/589.wav,train
./DevSet/Rain/651.wav,train
./DevSet/Rain/168.wav,train
./DevSet/Rain/230.wav,train
./DevSet/Rain/442.wav,train
./DevSet/Rain/021.wav,train
./DevSet/Rain/233.wav,train
./DevSet/Rain/648.wav,train
./DevSet/Rain/710.wav,train
./DevSet/Rain/024.wav,train
./DevSet/Rain/439.wav,train
./DevSet/Rain/501.wav,test
./DevSet/Rain/713.wav,train
./DevSet/Rain/394.wav,train
./DevSet/Rain/191.wav,train
./DevSet/Rain/504.wav,train
./DevSet/Rain/716.wav,train
./DevSet/Rain/185.wav,train
./DevSet/Rain/397.wav,train
./DevSet/Rain/671.wav,train
./DevSet/Rain/507.wav,train
./DevSet/Rain/188.wav,train
./DevSet/Rain/250.wav,train
./DevSet/Rain/462.wav,train
./DevSet/Rain/041.wav,train
./DevSet/Rain/253.wav,train
./DevSet/Rain/668.wav,train
./DevSet/Rain/730.wav,train
